START,n_0,C_min,Npred_0,CboundMin,Lambda_min,Jitter,JitterRatio
(17#)168,85894337,2.638894,86020871,2.592894,1.758526e-02,0.028811,1.596612e+00
(17#)337/2,86057368,2.638057,86276167,2.593026,1.721713e-02,0.028744,1.566623e+00
(17#)169,86277679,2.638048,86531429,2.593156,1.716358e-02,0.028678,1.565381e+00
(17#)339/2,86635817,2.639347,86786681,2.593286,1.760574e-02,0.028612,1.609849e+00
(17#)170,86986723,2.638438,87041951,2.593416,1.721115e-02,0.028546,1.577174e+00
(17#)341/2,87237119,2.638759,87297169,2.593544,1.728345e-02,0.028481,1.587550e+00
(19#)9,87336859,2.639474,87552457,2.593672,1.750502e-02,0.028416,1.611838e+00
(17#)343/2,87739513,2.640518,87807719,2.593799,1.785151e-02,0.028351,1.647878e+00
(17#)172,87907256,2.639516,88062899,2.593926,1.742301e-02,0.028287,1.611694e+00
(17#)345/2,88317857,2.637953,88318211,2.594052,1.678211e-02,0.028223,1.555504e+00
(17#)173,88332746,2.639604,88573477,2.594177,1.735959e-02,0.028160,1.613175e+00
(17#)347/2,88779079,2.639884,88828721,2.594301,1.741786e-02,0.028096,1.622402e+00
(17#)174,88877512,2.639661,89083993,2.594425,1.728559e-02,0.028034,1.613612e+00
(17#)349/2,89108666,2.637577,89339221,2.594548,1.644837e-02,0.027971,1.538343e+00
(17#)175,89533657,2.638480,89594503,2.594671,1.674327e-02,0.027909,1.569709e+00
(17#)351/2,89819974,2.638140,89849731,2.594793,1.656738e-02,0.027847,1.556613e+00
(17#)176,90020452,2.637408,90105013,2.594914,1.624324e-02,0.027785,1.529386e+00
(17#)353/2,90240302,2.637067,90360241,2.595034,1.606770e-02,0.027724,1.516123e+00
(17#)177,90408334,2.637155,90615509,2.595154,1.605482e-02,0.027663,1.518310e+00
(17#)355/2,90811001,2.636897,90870761,2.595274,1.591075e-02,0.027603,1.507916e+00
(17#)178,90875329,2.638249,91126003,2.595392,1.637787e-02,0.027542,1.556060e+00
(17#)357/2,91148602,2.639899,91381271,2.595511,1.695724e-02,0.027482,1.615166e+00
(17#)179,91405261,2.638676,91636541,2.595628,1.644879e-02,0.027423,1.569777e+00
(17#)359/2,91757573,2.638221,91891799,2.595745,1.623126e-02,0.027363,1.552315e+00
(17#)180,92067589,2.638822,92147051,2.595861,1.641435e-02,0.027304,1.573432e+00
(19#)19/2,92385088,2.637805,92402281,2.595977,1.598419e-02,0.027245,1.535254e+00
(17#)181,92519813,2.637801,92657519,2.596092,1.593838e-02,0.027187,1.534152e+00
(17#)363/2,92901394,2.637219,92912789,2.596207,1.567342e-02,0.027129,1.511740e+00
(17#)182,92977351,2.636052,93168073,2.596321,1.518690e-02,0.027071,1.467659e+00
(17#)365/2,93168766,2.638208,93423329,2.596434,1.596093e-02,0.027013,1.546441e+00
(17#)183,93595127,2.639289,93678581,2.596547,1.632708e-02,0.026956,1.585621e+00
(17#)367/2,93719959,2.639809,93933809,2.596659,1.648095e-02,0.026899,1.604149e+00
(17#)184,94104617,2.639076,94189091,2.596771,1.616011e-02,0.026842,1.576075e+00
(17#)369/2,94231087,2.638209,94444331,2.596882,1.578878e-02,0.026786,1.542858e+00
(17#)185,94591381,2.639222,94699573,2.596992,1.613032e-02,0.026730,1.579873e+00
(17#)371/2,94942972,2.637647,94954859,2.597102,1.549102e-02,0.026674,1.520019e+00
(17#)186,95018488,2.639047,95210113,2.597212,1.597931e-02,0.026618,1.571681e+00
(17#)373/2,95327212,2.640352,95465369,2.597321,1.643171e-02,0.026563,1.619960e+00
(17#)187,95638024,2.638354,95720551,2.597429,1.563313e-02,0.026508,1.543874e+00
(17#)375/2,95862097,2.640045,95975861,2.597537,1.623227e-02,0.026453,1.606925e+00
(17#)188,96228532,2.639652,96231133,2.597644,1.604221e-02,0.026398,1.591333e+00
(17#)377/2,96281998,2.635636,96486371,2.597751,1.447845e-02,0.026344,1.438088e+00
(17#)189,96590467,2.639794,96741613,2.597857,1.601401e-02,0.026290,1.595169e+00
(17#)379/2,96761953,2.639482,96996877,2.597963,1.585501e-02,0.026237,1.582460e+00
(19#)10,97088941,2.637926,97252153,2.598068,1.522491e-02,0.026183,1.522285e+00
(17#)381/2,97285939,2.639383,97507391,2.598173,1.573667e-02,0.026130,1.577114e+00
(17#)191,97680082,2.638759,97762663,2.598277,1.546020e-02,0.026077,1.552403e+00
(17#)383/2,97795063,2.639579,98017901,2.598381,1.573088e-02,0.026024,1.583077e+00
(17#)192,98047841,2.640364,98273143,2.598484,1.598859e-02,0.025972,1.612506e+00
(17#)385/2,98359288,2.640322,98528401,2.598587,1.593304e-02,0.025920,1.610147e+00
(17#)193,98775877,2.639451,98783677,2.598689,1.556385e-02,0.025868,1.575769e+00
(17#)387/2,98843674,2.640498,99038939,2.598791,1.592120e-02,0.025816,1.615548e+00
(17#)194,99073283,2.639764,99294187,2.598892,1.560432e-02,0.025764,1.586400e+00
(17#)389/2,99515047,2.639813,99549449,2.598993,1.558402e-02,0.025713,1.587524e+00
(17#)195,99768322,2.637211,99804697,2.599093,1.455938e-02,0.025662,1.485387e+00
(17#)391/2,99946831,2.638389,100059937,2.599193,1.496749e-02,0.025612,1.530376e+00
(17#)196,100111906,2.638212,100315157,2.599293,1.486193e-02,0.025561,1.522593e+00
(17#)393/2,100388272,2.639528,100570441,2.599392,1.532254e-02,0.025511,1.573282e+00
(17#)197,100693913,2.639089,100825667,2.599490,1.511851e-02,0.025461,1.555281e+00
(17#)395/2,101034746,2.641022,101080961,2.599588,1.581299e-02,0.025411,1.630554e+00
(17#)198,101260834,2.638852,101336233,2.599686,1.495331e-02,0.025362,1.544279e+00
(17#)397/2,101352367,2.639342,101591467,2.599783,1.510166e-02,0.025312,1.562856e+00
(17#)199,101621434,2.637634,101846741,2.599879,1.441740e-02,0.025263,1.494478e+00
(19#)21/2,101991091,2.639018,102101971,2.599975,1.490505e-02,0.025214,1.548465e+00
(17#)200,102196747,2.638929,102357239,2.600071,1.483440e-02,0.025166,1.544067e+00
(17#)401/2,102382802,2.637417,102612481,2.600166,1.422474e-02,0.025117,1.483099e+00
(17#)201,102817096,2.639161,102867757,2.600261,1.484924e-02,0.025069,1.551717e+00
(17#)403/2,103122529,2.639256,103122997,2.600356,1.484870e-02,0.025021,1.554694e+00
(17#)202,103320814,2.640236,103378271,2.600450,1.518380e-02,0.024973,1.593161e+00
(17#)405/2,103389514,2.639476,103633477,2.600543,1.486014e-02,0.024926,1.561943e+00
(17#)203,103821217,2.637721,103888783,2.600636,1.415926e-02,0.024878,1.490674e+00
(17#)407/2,103945861,2.637746,104144009,2.600729,1.413297e-02,0.024831,1.490758e+00
(17#)204,104239084,2.640232,104399293,2.600821,1.503963e-02,0.024784,1.590179e+00
(17#)409/2,104612386,2.639666,104654549,2.600913,1.478986e-02,0.024738,1.566537e+00
(17#)205,104680729,2.639588,104909803,2.601005,1.472494e-02,0.024691,1.562634e+00
(17#)411/2,104983624,2.639516,105165059,2.601096,1.466267e-02,0.024645,1.558937e+00
(17#)206,105392479,2.636846,105420311,2.601186,1.361601e-02,0.024599,1.449652e+00
(17#)413/2,105589153,2.638582,105675569,2.601277,1.423917e-02,0.024553,1.519366e+00
(17#)207,105751579,2.641308,105930787,2.601366,1.523756e-02,0.024507,1.629820e+00
(17#)415/2,106101026,2.638222,106186037,2.601456,1.403392e-02,0.024462,1.502984e+00
(17#)208,106267321,2.639040,106441273,2.601545,1.430972e-02,0.024417,1.535610e+00
(17#)417/2,106519801,2.639658,106696589,2.601634,1.450965e-02,0.024372,1.560151e+00
(19#)11,106738804,2.639706,106951841,2.601722,1.449401e-02,0.024327,1.561393e+00
(17#)419/2,107167198,2.640604,107207099,2.601810,1.480032e-02,0.024282,1.597644e+00
(17#)210,107225416,2.639657,107462339,2.601897,1.440819e-02,0.024238,1.557884e+00
(17#)421/2,107655619,2.638636,107717609,2.601984,1.398789e-02,0.024194,1.514921e+00
(17#)211,107972233,2.639745,107972863,2.602071,1.437466e-02,0.024149,1.560065e+00
(17#)423/2,108107212,2.638805,108228083,2.602157,1.398545e-02,0.024106,1.520285e+00
(17#)212,108237937,2.639201,108483373,2.602243,1.410245e-02,0.024062,1.535949e+00
(17#)425/2,108679906,2.639922,108738611,2.602329,1.434256e-02,0.024018,1.565201e+00
(17#)213,108743017,2.638278,108993883,2.602414,1.368696e-02,0.023975,1.495892e+00
(17#)427/2,109080151,2.639030,109249139,2.602499,1.393929e-02,0.023932,1.526450e+00
(17#)214,109485668,2.640213,109504363,2.602583,1.435518e-02,0.023889,1.575202e+00
(17#)429/2,109695448,2.639208,109759627,2.602667,1.394218e-02,0.023846,1.532374e+00
(17#)215,109966684,2.640010,110014873,2.602751,1.421374e-02,0.023804,1.565241e+00
(17#)431/2,110067109,2.640378,110270117,2.602835,1.432085e-02,0.023761,1.580026e+00
(17#)216,110442529,2.636421,110525407,2.602918,1.278919e-02,0.023719,1.412496e+00
(17#)433/2,110725558,2.639394,110780641,2.603000,1.388472e-02,0.023677,1.537104e+00
(17#)217,110996521,2.639285,111035923,2.603083,1.381154e-02,0.023635,1.531711e+00
(17#)435/2,111052807,2.640713,111291161,2.603165,1.432094e-02,0.023594,1.591422e+00
(17#)218,111443336,2.639024,111546433,2.603246,1.365002e-02,0.023552,1.519107e+00
